Year,community ,news_article_text,Positive Representation (%),Neutral Representation (%),Negative Representation (%),Media Platform,Label
2013,asian,3182,29.27,42.17,28.56,abc news,asian_abc news_
2013,european,3967,21.29,21.11,57.6,al jazeera,european_al jazeera_
2013,asian,1024,26.75,40.54,32.71,hindu,asian_the hindu_
2013,european,1370,40.71,27.19,32.1,bloomberg,european_bloomberg_
2013,middle eastern,2772,24.78,47.16,28.06,times,middle eastern_the times_
2013,asian,2895,15.74,38.07,46.19,washington post,asian_washington post_
2013,european,1509,44.41,32.47,23.12,bloomberg,european_bloomberg_
2013,indigenous,2118,40.5,43.16,16.34,reuters,indigenous_reuters_
2013,african,1552,43.42,37.74,18.84,cnn,african_cnn_
2013,asian,1394,52.39,38.63,8.98,hindu,asian_the hindu_
2013,middle eastern,1320,21.03,43.62,35.34,guardian,middle eastern_the guardian_
2013,indigenous,710,46.64,32.82,20.54,cbs news,indigenous_cbs news_
2013,middle eastern,3037,47.58,22.34,30.07,times,middle eastern_the times_
2013,hispanic,3216,45.74,22,32.26,cnn,hispanic_cnn_
2013,middle eastern,4105,47.85,31.07,21.08,ny times,middle eastern_ny times_
2013,hispanic,4987,23.62,39.87,36.52,al jazeera,hispanic_al jazeera_
2013,asian,3500,35.38,34.48,30.15,le monde,asian_le monde_
2013,african,1221,15.98,44.26,39.76,le monde,african_le monde_
2013,african,1538,35.84,28.31,35.86,fox news,african_fox news_
2013,middle eastern,519,46.66,41.78,11.56,deutsche welle,middle eastern_deutsche welle_
2013,asian,1747,41.34,21.35,37.31,al jazeera,asian_al jazeera_
2013,indigenous,3491,31.16,35.06,33.78,bloomberg,indigenous_bloomberg_
2013,middle eastern,624,20.75,34.98,44.27,nbc news,middle eastern_nbc news_
2013,indigenous,4370,19.68,49.28,31.04,reuters,indigenous_reuters_
2014,indigenous,3839,24.01,45.5,30.49,bbc,indigenous_bbc_
2014,hispanic,4737,11.45,23.43,65.12,cbs news,hispanic_cbs news_
2014,african,4623,39.8,36.23,23.97,times,african_the times_
2014,indigenous,2425,44.8,29.99,25.21,abc news,indigenous_abc news_
2014,european,1854,11.9,27.27,60.83,fox news,european_fox news_
2014,hispanic,4156,36.63,27.4,35.97,al jazeera,hispanic_al jazeera_
2014,indigenous,2324,54.64,39.39,5.97,times,indigenous_the times_
2014,african,2863,34.97,43.09,21.94,washington post,african_washington post_
2014,asian,3632,13.26,38.09,48.65,guardian,asian_the guardian_
2014,asian,979,18.27,28.86,52.87,cbs news,asian_cbs news_
2014,european,3157,31.45,42.77,25.78,times,european_the times_
2014,asian,1493,21.63,27.78,50.59,abc news,asian_abc news_
2014,indigenous,4298,41.69,29.78,28.52,hindu,indigenous_the hindu_
2014,asian,1103,42.94,32.4,24.66,hindu,asian_the hindu_
2014,hispanic,3301,58.55,39.28,2.17,le monde,hispanic_le monde_
2014,hispanic,604,56.51,24.47,19.02,guardian,hispanic_the guardian_
2014,indigenous,646,50.21,37.84,11.96,deutsche welle,indigenous_deutsche welle_
2014,middle eastern,4677,17.86,23.65,58.49,abc news,middle eastern_abc news_
2014,hispanic,1063,35.48,22.19,42.33,guardian,hispanic_the guardian_
2014,african,706,16.23,34.38,49.39,bbc,african_bbc_
2014,hispanic,2880,52.24,38.17,9.59,associated press,hispanic_associated press_
2014,hispanic,1599,37.04,29.08,33.87,bloomberg,hispanic_bloomberg_
2014,african,4417,22.45,22.94,54.61,times,african_the times_
2014,hispanic,856,50,23.57,26.43,guardian,hispanic_the guardian_
2014,african,2427,12.56,36.22,51.22,times,african_the times_
2014,african,1156,44.71,20.84,34.45,al jazeera,african_al jazeera_
2014,asian,1973,14.88,36.46,48.65,abc news,asian_abc news_
2014,european,3432,44.31,45.46,10.23,nbc news,european_nbc news_
2014,african,658,31.01,42.02,26.97,abc news,african_abc news_
2014,hispanic,824,26.31,24.68,49.02,ny times,hispanic_ny times_
2014,indigenous,3391,50.09,35.41,14.5,times,indigenous_the times_
2014,indigenous,3891,22.12,25.14,52.74,ny times,indigenous_ny times_
2014,asian,4838,22.63,38.03,39.35,fox news,asian_fox news_
2014,indigenous,2664,52.94,29.79,17.27,times,indigenous_the times_
2014,european,3742,45.89,36.19,17.91,cbs news,european_cbs news_
2014,indigenous,2560,41.86,38.78,19.36,abc news,indigenous_abc news_
2014,indigenous,3853,28.09,35.3,36.61,associated press,indigenous_associated press_
2014,middle eastern,2952,54.03,41.2,4.77,hindu,middle eastern_the hindu_
2014,european,4575,37.84,35.81,26.35,ny times,european_ny times_
2014,middle eastern,2068,37.66,49.81,12.53,abc news,middle eastern_abc news_
2014,european,691,41.11,47.88,11.01,times,european_the times_
2014,hispanic,4180,59.96,44.91,-4.87,reuters,hispanic_reuters_
2014,european,3299,36.01,40.93,23.06,nbc news,european_nbc news_
2014,middle eastern,4492,25.55,30.18,44.28,bloomberg,middle eastern_bloomberg_
2014,indigenous,1018,13.87,44.41,41.72,washington post,indigenous_washington post_
2014,european,3737,50.84,20.83,28.33,bloomberg,european_bloomberg_
2014,indigenous,1066,46.39,36.28,17.33,al jazeera,indigenous_al jazeera_
2014,european,3526,22.53,25.43,52.04,bbc,european_bbc_
2014,african,2782,58.89,22.15,18.95,guardian,african_the guardian_
2014,middle eastern,1380,21.1,31.25,47.66,nbc news,middle eastern_nbc news_
2014,middle eastern,3115,48.99,26.38,24.62,washington post,middle eastern_washington post_
2014,indigenous,3746,43.16,23.11,33.73,le monde,indigenous_le monde_
2014,hispanic,3588,13.72,30.75,55.53,fox news,hispanic_fox news_
2014,hispanic,2357,13.83,36.33,49.84,le monde,hispanic_le monde_
2014,african,4926,23.68,22.11,54.21,guardian,african_the guardian_
2014,european,3021,26.64,43.62,29.74,hindu,european_the hindu_
2014,middle eastern,1833,55.02,22.47,22.51,guardian,middle eastern_the guardian_
2014,middle eastern,3123,18.34,27.18,54.49,bbc,middle eastern_bbc_
2014,asian,2564,44.85,42.62,12.53,bbc,asian_bbc_
2014,middle eastern,1385,35.06,28.49,36.45,cbs news,middle eastern_cbs news_
2014,european,687,43.18,35.47,21.35,cnn,european_cnn_
2014,european,2922,14.26,26.68,59.06,deutsche welle,european_deutsche welle_
2014,middle eastern,4901,15.37,33.02,51.61,abc news,middle eastern_abc news_
2014,indigenous,1644,54.14,36.43,9.42,times,indigenous_the times_
2014,european,1385,21.16,35.38,43.46,abc news,european_abc news_
2014,african,1791,30.68,34.64,34.67,deutsche welle,african_deutsche welle_
2014,asian,1030,31.76,21.26,46.98,le monde,asian_le monde_
2014,african,3882,41.68,49.41,8.91,guardian,african_the guardian_
2014,indigenous,2593,42.26,30.61,27.13,times,indigenous_the times_
2014,middle eastern,951,23.47,20.68,55.85,bbc,middle eastern_bbc_
2014,hispanic,3844,23.68,47.75,28.57,deutsche welle,hispanic_deutsche welle_
2014,asian,1587,40.13,45.61,14.26,nbc news,asian_nbc news_
2014,indigenous,791,27.37,42.46,30.17,hindu,indigenous_the hindu_
2014,middle eastern,4090,23.07,48.5,28.42,bloomberg,middle eastern_bloomberg_
2014,african,4212,23.7,36.78,39.52,abc news,african_abc news_
2014,middle eastern,2798,59.6,20.61,19.8,deutsche welle,middle eastern_deutsche welle_
2014,asian,711,54.36,26.76,18.88,times,asian_the times_
2014,middle eastern,4452,23.46,29.2,47.34,abc news,middle eastern_abc news_
2014,asian,1223,48.45,31.2,20.34,cbs news,asian_cbs news_
2014,european,647,37.82,38.32,23.86,hindu,european_the hindu_
2014,african,1059,14.63,29.01,56.36,washington post,african_washington post_
2014,hispanic,1110,16.82,46.7,36.48,washington post,hispanic_washington post_
2014,indigenous,2606,11.7,35.34,52.96,cbs news,indigenous_cbs news_
2014,asian,1649,35.19,43.94,20.87,fox news,asian_fox news_
2014,african,4991,54.18,34.95,10.88,hindu,african_the hindu_
2014,indigenous,1548,54.32,24.66,21.03,nbc news,indigenous_nbc news_
2014,african,4305,57.39,40.99,1.62,al jazeera,african_al jazeera_
2014,indigenous,1739,25.3,25.25,49.46,le monde,indigenous_le monde_
2014,hispanic,3610,22.79,23.58,53.63,reuters,hispanic_reuters_
2014,indigenous,1842,40.76,20.5,38.75,reuters,indigenous_reuters_
2014,indigenous,2128,38.34,49.51,12.15,abc news,indigenous_abc news_
2014,african,3626,39.28,20.33,40.39,ny times,african_ny times_
2014,asian,3907,19.69,44.33,35.98,abc news,asian_abc news_
2014,african,3042,19.78,24.64,55.58,guardian,african_the guardian_
2014,indigenous,4233,44.23,25.01,30.76,deutsche welle,indigenous_deutsche welle_
2014,african,4075,28.54,31.52,39.95,cbs news,african_cbs news_
2014,hispanic,1872,39.65,46.29,14.06,times,hispanic_the times_
2014,hispanic,2166,45.59,32.3,22.11,al jazeera,hispanic_al jazeera_
2014,european,2304,10.17,32.73,57.1,hindu,european_the hindu_
2014,middle eastern,1956,55.31,44.49,0.19,le monde,middle eastern_le monde_
2014,african,1475,31.66,27.78,40.57,cbs news,african_cbs news_
2014,indigenous,1406,10.03,22.81,67.16,bbc,indigenous_bbc_
2014,indigenous,1236,43.44,22.49,34.08,bbc,indigenous_bbc_
2014,hispanic,1229,51.47,35.61,12.92,reuters,hispanic_reuters_
2014,european,3877,43.48,32.4,24.12,al jazeera,european_al jazeera_
2014,hispanic,4567,19.36,37.74,42.9,cbs news,hispanic_cbs news_
2014,asian,1590,59.35,35.7,4.95,al jazeera,asian_al jazeera_
2014,african,3613,33.69,46.56,19.75,cbs news,african_cbs news_
2014,asian,4798,33.51,28.12,38.37,cnn,asian_cnn_
2014,hispanic,4002,35.49,39.51,25,guardian,hispanic_the guardian_
2014,african,4173,55.08,38.44,6.47,fox news,african_fox news_
2014,hispanic,3692,24.29,32.46,43.25,abc news,hispanic_abc news_
2014,indigenous,2674,16.31,47.92,35.77,bbc,indigenous_bbc_
2014,middle eastern,2651,24.77,35.58,39.65,al jazeera,middle eastern_al jazeera_
2014,asian,1761,36.37,47.19,16.45,nbc news,asian_nbc news_
2014,hispanic,1993,51.4,39.68,8.93,bloomberg,hispanic_bloomberg_
2014,european,3690,33.75,22.76,43.48,fox news,european_fox news_
2014,european,3952,28.65,45.63,25.72,bloomberg,european_bloomberg_
2014,european,2524,19.83,40.32,39.85,al jazeera,european_al jazeera_
2014,hispanic,3375,14.38,42.53,43.08,nbc news,hispanic_nbc news_
2015,middle eastern,1785,10.63,20.32,69.04,associated press,middle eastern_associated press_
2015,asian,3284,31.86,45.62,22.53,deutsche welle,asian_deutsche welle_
2015,asian,1814,38.91,41.87,19.22,washington post,asian_washington post_
2015,hispanic,4524,29.04,29.24,41.73,reuters,hispanic_reuters_
2015,european,4497,39.32,41.72,18.96,bloomberg,european_bloomberg_
2015,middle eastern,3344,53.84,48.99,-2.82,times,middle eastern_the times_
2015,european,4724,59.81,38.67,1.52,guardian,european_the guardian_
2015,european,907,29.7,32.95,37.35,hindu,european_the hindu_
2015,european,542,21.8,26.67,51.53,nbc news,european_nbc news_
2015,european,2746,58.96,35.16,5.89,associated press,european_associated press_
2015,hispanic,4395,51.88,27.02,21.1,fox news,hispanic_fox news_
2015,middle eastern,2609,42.17,34.9,22.93,ny times,middle eastern_ny times_
2015,hispanic,3207,20.69,43.69,35.62,cbs news,hispanic_cbs news_
2015,middle eastern,2049,53.52,33.7,12.79,abc news,middle eastern_abc news_
2015,middle eastern,4700,18.38,48.96,32.66,times,middle eastern_the times_
2015,indigenous,4395,19.21,48.78,32.01,al jazeera,indigenous_al jazeera_
2015,indigenous,4132,27.42,20.08,52.5,guardian,indigenous_the guardian_
2015,asian,4799,44.97,49.99,5.04,fox news,asian_fox news_
2015,african,3220,25.39,38.57,36.04,washington post,african_washington post_
2015,european,3210,23.94,44.77,31.29,bloomberg,european_bloomberg_
2015,middle eastern,1824,21.43,43.32,35.25,washington post,middle eastern_washington post_
2015,hispanic,2619,20.7,27.42,51.89,washington post,hispanic_washington post_
2015,middle eastern,1231,15.56,45.38,39.05,deutsche welle,middle eastern_deutsche welle_
2015,african,663,36.3,38.48,25.22,washington post,african_washington post_
2015,african,3304,47.68,36.95,15.37,associated press,african_associated press_
2015,asian,1346,23.03,33.76,43.21,abc news,asian_abc news_
2015,asian,3214,34.91,40.4,24.69,bloomberg,asian_bloomberg_
2015,indigenous,4450,13.37,47.03,39.6,cnn,indigenous_cnn_
2015,hispanic,2475,38.06,43.28,18.65,washington post,hispanic_washington post_
2015,indigenous,1051,58.84,46.66,-5.5,washington post,indigenous_washington post_
2015,european,1310,27.59,25.14,47.27,guardian,european_the guardian_
2015,asian,3775,21.31,41.31,37.38,cnn,asian_cnn_
2015,hispanic,3655,12.54,30.73,56.73,washington post,hispanic_washington post_
2015,asian,3141,53.46,28.5,18.04,deutsche welle,asian_deutsche welle_
2015,african,2003,33.4,25.85,40.76,reuters,african_reuters_
2015,middle eastern,3007,29.69,27.41,42.91,bloomberg,middle eastern_bloomberg_
2015,hispanic,4351,13.37,48.77,37.86,abc news,hispanic_abc news_
2015,asian,3511,49.16,21.01,29.84,nbc news,asian_nbc news_
2015,indigenous,3334,17.31,28.7,53.99,guardian,indigenous_the guardian_
2015,hispanic,1852,49.87,22.5,27.63,bloomberg,hispanic_bloomberg_
2015,european,1212,10.47,33.51,56.02,bloomberg,european_bloomberg_
2015,indigenous,2775,47.99,38.45,13.56,ny times,indigenous_ny times_
2015,asian,678,41.04,42.89,16.07,times,asian_the times_
2015,middle eastern,4775,48.63,43.8,7.57,guardian,middle eastern_the guardian_
2015,asian,1545,31.44,35.14,33.42,deutsche welle,asian_deutsche welle_
2015,european,3489,15.41,20.02,64.57,cnn,european_cnn_
2015,asian,4416,23.75,32.95,43.3,deutsche welle,asian_deutsche welle_
2015,hispanic,4782,54.31,49.97,-4.27,ny times,hispanic_ny times_
2015,european,4173,42.58,34.78,22.64,nbc news,european_nbc news_
2015,hispanic,771,42.39,24.36,33.25,guardian,hispanic_the guardian_
2015,european,2027,21.75,24.24,54.01,al jazeera,european_al jazeera_
2015,indigenous,4751,30.72,24.16,45.11,associated press,indigenous_associated press_
2015,indigenous,1917,53.88,20.16,25.96,bbc,indigenous_bbc_
2015,african,4099,51.78,37.66,10.55,fox news,african_fox news_
2015,asian,1084,22.39,49.28,28.33,al jazeera,asian_al jazeera_
2015,hispanic,3314,47.51,37.52,14.98,al jazeera,hispanic_al jazeera_
2015,middle eastern,2576,44.81,41.69,13.5,reuters,middle eastern_reuters_
2015,european,1496,59.87,36.43,3.7,deutsche welle,european_deutsche welle_
2015,asian,4736,17.11,45.49,37.4,bloomberg,asian_bloomberg_
2015,asian,4416,52.79,25.53,21.68,le monde,asian_le monde_
2015,hispanic,4167,36.79,20.97,42.24,le monde,hispanic_le monde_
2015,european,1188,10.73,38.44,50.82,associated press,european_associated press_
2015,middle eastern,1614,19.71,39.32,40.97,fox news,middle eastern_fox news_
2015,european,2040,16.21,26.46,57.33,deutsche welle,european_deutsche welle_
2015,middle eastern,1613,36.26,34.67,29.07,abc news,middle eastern_abc news_
2015,african,2528,42.07,43.51,14.42,hindu,african_the hindu_
2015,asian,3083,47.36,44.86,7.78,ny times,asian_ny times_
2015,european,4185,23.67,36.38,39.95,times,european_the times_
2015,african,829,26.85,42.1,31.04,deutsche welle,african_deutsche welle_
2015,asian,4108,43.26,43.68,13.06,times,asian_the times_
2015,african,562,51.28,33.13,15.6,abc news,african_abc news_
2015,indigenous,4163,32.85,43.05,24.1,bloomberg,indigenous_bloomberg_
2015,middle eastern,3207,55.55,45.86,-1.41,washington post,middle eastern_washington post_
2015,hispanic,2617,22.09,21.36,56.55,le monde,hispanic_le monde_
2015,middle eastern,2102,41.78,29.16,29.06,reuters,middle eastern_reuters_
2015,european,1308,38,34.51,27.48,al jazeera,european_al jazeera_
2015,indigenous,4535,19.37,30.44,50.18,washington post,indigenous_washington post_
2015,hispanic,1876,35.14,25.53,39.33,guardian,hispanic_the guardian_
2015,asian,2089,38.98,41.61,19.42,cnn,asian_cnn_
2015,hispanic,3719,36.2,25.82,37.97,nbc news,hispanic_nbc news_
2015,african,4947,43.15,49.17,7.68,washington post,african_washington post_
2015,middle eastern,2613,50.95,48.76,0.28,deutsche welle,middle eastern_deutsche welle_
2015,asian,1466,52.51,44.57,2.92,cnn,asian_cnn_
2015,hispanic,3887,30.44,37.86,31.7,cnn,hispanic_cnn_
2015,hispanic,1809,17.89,48.3,33.82,nbc news,hispanic_nbc news_
2015,asian,751,44.56,47.85,7.59,cbs news,asian_cbs news_
2015,european,596,40.19,40.58,19.23,washington post,european_washington post_
2015,asian,3987,57.25,32.71,10.04,times,asian_the times_
2015,middle eastern,1091,12.16,36.04,51.8,le monde,middle eastern_le monde_
2015,african,942,46.91,31.04,22.06,al jazeera,african_al jazeera_
2015,european,3674,23.4,44.17,32.43,fox news,european_fox news_
2015,middle eastern,3317,14.19,36.16,49.65,cbs news,middle eastern_cbs news_
2015,african,4578,41.71,27.35,30.94,hindu,african_the hindu_
2015,asian,2965,10.59,27.49,61.92,cbs news,asian_cbs news_
2015,asian,2353,25.97,39.68,34.35,ny times,asian_ny times_
2015,hispanic,3809,29.07,37.31,33.62,ny times,hispanic_ny times_
2015,asian,2941,18.06,41.21,40.73,al jazeera,asian_al jazeera_
2015,middle eastern,4543,48.25,45.36,6.39,associated press,middle eastern_associated press_
2015,hispanic,1394,15.78,41.31,42.91,guardian,hispanic_the guardian_
2015,european,1642,19.18,35.18,45.64,fox news,european_fox news_
2015,african,1876,36.31,20.42,43.27,cbs news,african_cbs news_
2015,hispanic,3053,53.32,33,13.69,ny times,hispanic_ny times_
2015,middle eastern,3195,11.3,42.62,46.07,le monde,middle eastern_le monde_
2015,hispanic,2865,11.52,45.86,42.62,ny times,hispanic_ny times_
2015,asian,2663,45.74,20.22,34.03,ny times,asian_ny times_
2015,asian,3435,35.76,32.73,31.5,guardian,asian_the guardian_
2015,indigenous,4473,12.71,23.64,63.64,fox news,indigenous_fox news_
2015,indigenous,4664,15.46,35.16,49.38,le monde,indigenous_le monde_
2015,hispanic,3422,38.17,25.74,36.09,le monde,hispanic_le monde_
2015,european,2846,42.03,49.78,8.19,cnn,european_cnn_
2015,asian,3645,48.21,41.02,10.77,le monde,asian_le monde_
2015,hispanic,1600,34.75,38.3,26.95,abc news,hispanic_abc news_
2015,african,1101,27.97,46.72,25.31,washington post,african_washington post_
2015,african,1953,37.46,39.79,22.75,al jazeera,african_al jazeera_
2015,indigenous,2931,53.38,39.5,7.12,le monde,indigenous_le monde_
2015,asian,3316,45.88,43.48,10.65,reuters,asian_reuters_
2015,asian,3582,47.11,25.9,26.99,deutsche welle,asian_deutsche welle_
2015,middle eastern,1116,46.57,42.53,10.9,cnn,middle eastern_cnn_
2015,asian,3691,48.19,20.5,31.31,guardian,asian_the guardian_
2015,african,1159,36.53,28.56,34.91,le monde,african_le monde_
2016,indigenous,4860,59,25.51,15.49,le monde,indigenous_le monde_
2016,indigenous,2689,13.05,21.97,64.99,times,indigenous_the times_
2016,hispanic,1101,13,48.99,38.01,washington post,hispanic_washington post_
2016,middle eastern,2341,47.84,38.21,13.95,cbs news,middle eastern_cbs news_
2016,african,4611,44.06,21.49,34.45,fox news,african_fox news_
2016,hispanic,4450,39.36,23.54,37.1,guardian,hispanic_the guardian_
2016,middle eastern,1160,51.78,35.52,12.7,fox news,middle eastern_fox news_
2016,african,1734,51.05,45.83,3.12,abc news,african_abc news_
2016,hispanic,4522,47.46,48.83,3.71,deutsche welle,hispanic_deutsche welle_
2016,middle eastern,3943,54.43,34.23,11.34,cbs news,middle eastern_cbs news_
2016,asian,1416,22.56,45.93,31.51,guardian,asian_the guardian_
2016,asian,4764,50.62,46.22,3.15,abc news,asian_abc news_
2016,asian,4542,13.15,20.16,66.68,washington post,asian_washington post_
2016,middle eastern,706,46.05,42.23,11.71,ny times,middle eastern_ny times_
2016,asian,1204,19.6,29.47,50.93,ny times,asian_ny times_
2016,asian,2446,59.94,27.28,12.78,bbc,asian_bbc_
2016,middle eastern,4937,59.94,40.23,-0.17,cnn,middle eastern_cnn_
2016,hispanic,1866,11.97,46,42.03,al jazeera,hispanic_al jazeera_
2016,asian,2382,58.82,34.84,6.34,times,asian_the times_
2016,asian,2839,24.28,36.29,39.43,al jazeera,asian_al jazeera_
2016,indigenous,1104,21.72,37.91,40.37,fox news,indigenous_fox news_
2016,asian,1605,11.89,33.71,54.4,associated press,asian_associated press_
2016,african,522,18.04,48.28,33.68,cnn,african_cnn_
2016,african,1350,23.16,41.59,35.24,le monde,african_le monde_
2016,african,4061,52,31.03,16.98,nbc news,african_nbc news_
2016,asian,3749,29.97,26.48,43.54,ny times,asian_ny times_
2016,middle eastern,4709,47.77,29.32,22.9,bloomberg,middle eastern_bloomberg_
2016,indigenous,3092,33.28,42.11,24.61,deutsche welle,indigenous_deutsche welle_
2016,hispanic,3052,15.54,40.53,43.93,associated press,hispanic_associated press_
2016,african,850,57.09,33.6,9.3,reuters,african_reuters_
2016,asian,3697,36.05,40.95,23,washington post,asian_washington post_
2016,african,1482,46.27,44.23,9.5,bloomberg,african_bloomberg_
2016,european,1957,23.95,41.52,34.53,le monde,european_le monde_
2016,asian,4570,53.22,37.31,9.47,nbc news,asian_nbc news_
2016,hispanic,2946,55.54,43.15,1.31,reuters,hispanic_reuters_
2016,hispanic,1768,41.55,42.83,15.61,bbc,hispanic_bbc_
2016,indigenous,540,14.66,43.64,41.71,associated press,indigenous_associated press_
2016,indigenous,1630,26.38,47.9,25.72,deutsche welle,indigenous_deutsche welle_
2016,european,2708,42.95,29.13,27.93,guardian,european_the guardian_
2016,european,4857,57.1,23.12,19.78,cbs news,european_cbs news_
2016,african,2953,24.32,32.29,43.39,associated press,african_associated press_
2016,indigenous,4486,11.31,43.44,45.25,nbc news,indigenous_nbc news_
2016,hispanic,1135,15.01,43.4,41.59,nbc news,hispanic_nbc news_
2016,indigenous,3774,19.67,24.71,55.62,bloomberg,indigenous_bloomberg_
2016,asian,4050,11.01,48.4,40.59,bloomberg,asian_bloomberg_
2016,african,1708,42.14,34.44,23.42,reuters,african_reuters_
2016,asian,801,44.2,42.75,13.05,ny times,asian_ny times_
2016,indigenous,3903,14.88,28.72,56.4,bbc,indigenous_bbc_
2016,asian,3561,31.04,37.22,31.75,le monde,asian_le monde_
2016,middle eastern,2058,43.41,23.42,33.16,times,middle eastern_the times_
2016,african,4565,12.53,35.8,51.67,fox news,african_fox news_
2016,indigenous,649,52.53,27.26,20.21,cbs news,indigenous_cbs news_
2016,african,3027,11.72,29.49,58.79,nbc news,african_nbc news_
2016,indigenous,2690,50.3,42.83,6.87,nbc news,indigenous_nbc news_
2016,european,4866,36.02,41.08,22.9,ny times,european_ny times_
2016,hispanic,3255,20.39,38.67,40.95,guardian,hispanic_the guardian_
2016,hispanic,4448,26.19,21.42,52.39,associated press,hispanic_associated press_
2016,african,527,12.22,37.56,50.22,cbs news,african_cbs news_
2016,african,2180,53.01,37.46,9.54,bloomberg,african_bloomberg_
2016,indigenous,533,10.53,31.58,57.89,hindu,indigenous_the hindu_
2016,middle eastern,744,59.15,37.04,3.81,times,middle eastern_the times_
2016,european,3406,57.89,23.26,18.86,nbc news,european_nbc news_
2016,asian,1489,43.46,43.8,12.74,abc news,asian_abc news_
2016,hispanic,692,24.1,26.7,49.2,al jazeera,hispanic_al jazeera_
2016,hispanic,3814,32.78,27.62,39.61,associated press,hispanic_associated press_
2016,indigenous,4372,20.06,30.37,49.57,abc news,indigenous_abc news_
2016,indigenous,4453,22.38,31.02,46.6,bloomberg,indigenous_bloomberg_
2016,middle eastern,4885,16.97,25.24,57.78,cbs news,middle eastern_cbs news_
2016,asian,2141,15.07,35.43,49.51,hindu,asian_the hindu_
2016,indigenous,1356,27.01,48.25,24.74,cbs news,indigenous_cbs news_
2016,middle eastern,4271,54.58,24.69,20.72,abc news,middle eastern_abc news_
2016,african,687,55.26,37.64,7.1,associated press,african_associated press_
2016,african,1822,17.97,30.46,51.57,reuters,african_reuters_
2016,indigenous,1229,28.85,22.22,48.93,fox news,indigenous_fox news_
2016,indigenous,779,53.16,38.9,7.94,reuters,indigenous_reuters_
2016,african,967,11.36,37.84,50.8,deutsche welle,african_deutsche welle_
2016,european,1955,32.5,49.13,18.37,associated press,european_associated press_
2016,hispanic,2776,18.96,29.98,51.07,guardian,hispanic_the guardian_
2016,asian,623,50.28,47.62,2.1,hindu,asian_the hindu_
2016,asian,4910,21.52,47.84,30.64,reuters,asian_reuters_
2016,asian,4691,22.16,43.34,34.5,bbc,asian_bbc_
2016,european,715,13.65,28.85,57.5,times,european_the times_
2016,hispanic,2860,38.03,34.39,27.58,ny times,hispanic_ny times_
2016,indigenous,3504,59.55,36.27,4.18,cnn,indigenous_cnn_
2016,hispanic,3641,14.52,35.21,50.27,bbc,hispanic_bbc_
2016,african,3940,17.71,49.38,32.91,le monde,african_le monde_
2016,middle eastern,1980,42.31,26.83,30.86,le monde,middle eastern_le monde_
2016,indigenous,3017,14.38,45.81,39.81,bbc,indigenous_bbc_
2016,indigenous,2624,43.74,32.14,24.12,cnn,indigenous_cnn_
2016,middle eastern,3493,40.54,36.57,22.89,le monde,middle eastern_le monde_
2016,indigenous,4375,30.04,31.88,38.08,washington post,indigenous_washington post_
2016,middle eastern,975,58.51,29.92,11.57,le monde,middle eastern_le monde_
2016,indigenous,3281,37.11,44.78,18.11,ny times,indigenous_ny times_
2016,indigenous,2718,39.81,39.08,21.11,guardian,indigenous_the guardian_
2016,european,2345,45.24,26.87,27.9,le monde,european_le monde_
2016,african,4269,44.92,37.29,17.79,hindu,african_the hindu_
2016,hispanic,2750,59.59,49.15,-8.75,times,hispanic_the times_
2016,middle eastern,3127,57.48,30.91,11.61,bbc,middle eastern_bbc_
2016,european,4181,18.74,32.32,48.94,hindu,european_the hindu_
2016,hispanic,1260,54.94,42,3.06,ny times,hispanic_ny times_
2016,asian,3498,28.52,43.21,28.28,reuters,asian_reuters_
2016,hispanic,4708,38.46,38.22,23.33,nbc news,hispanic_nbc news_
2016,african,3321,53.23,41.51,5.27,associated press,african_associated press_
2016,indigenous,3017,50.51,45.32,4.17,abc news,indigenous_abc news_
2016,asian,1751,52.65,32.19,15.16,nbc news,asian_nbc news_
2016,african,4495,36.54,40.47,22.98,guardian,african_the guardian_
2016,hispanic,1801,29.21,26.13,44.66,bloomberg,hispanic_bloomberg_
2016,hispanic,1482,44.55,40.81,14.64,abc news,hispanic_abc news_
2016,indigenous,3345,15.32,34.23,50.44,ny times,indigenous_ny times_
2016,indigenous,1471,29.45,38.04,32.5,cnn,indigenous_cnn_
2016,african,3984,27.32,29.56,43.12,abc news,african_abc news_
2016,asian,1095,54.65,44.69,0.66,cnn,asian_cnn_
2016,african,1196,58.39,29.33,12.28,bbc,african_bbc_
2016,indigenous,4768,17.26,31.32,51.42,deutsche welle,indigenous_deutsche welle_
2016,african,1214,10.53,38.72,50.75,nbc news,african_nbc news_
2016,indigenous,2973,19.42,22.86,57.72,reuters,indigenous_reuters_
2016,african,860,52.53,42.9,4.58,al jazeera,african_al jazeera_
2016,indigenous,4287,32.16,46.29,21.54,deutsche welle,indigenous_deutsche welle_
2016,hispanic,2900,51.84,41.42,6.74,bbc,hispanic_bbc_
2016,asian,4849,37.32,49.91,12.77,le monde,asian_le monde_
2017,european,2673,53.99,27.74,18.26,le monde,european_le monde_
2017,european,608,48.71,36.08,15.21,guardian,european_the guardian_
2017,indigenous,4561,48.4,43.07,8.53,cbs news,indigenous_cbs news_
2017,african,1072,24.48,44.79,30.73,bloomberg,african_bloomberg_
2017,african,4210,37.66,32.62,29.73,le monde,african_le monde_
2017,middle eastern,1504,20.41,33.4,46.19,al jazeera,middle eastern_al jazeera_
2017,african,790,29.93,22.42,47.64,ny times,african_ny times_
2017,african,2693,47.5,28.85,23.65,bbc,african_bbc_
